,index,Unnamed: 0,primaryMedia,primaryMaker,Title,Date,Classifications,Object number
1136,1390,40,,Harry Sternberg,Terror,1935,Print,1995.36
1137,1391,41,,Harry Sternberg,Steel Town,1937,Print,1995.37
1138,1392,42,,Harry Sternberg,Nude (Paula),1931,Print,1995.38
1139,1393,43,,Victor Hammer,Mr. Polsterer (IV Zustand),26,Print,1995.39
1140,1394,44,,Randolph Hartzenberg,Traces: Above and Below,1991,Print,1995.40
1141,1395,45,,Dirck Volckertsz Coornhert,Judith Feasting with Holofernes,1519,Print,1995.41
1142,1396,46,,Harry Sternberg,Self-Portrait,1991,Print,1995.42
1143,1397,47,,Martin Lewis,"Clearing Rain-Evening, Japan",1927,Print,1995.43
1144,1398,48,,Austin Merrill Mecklem,In the Catskills,1939,Drawing,1995.44
1145,1399,49,,Elizabeth Olds,Three Alarm Fire,1945,Print,1995.45
1146,1400,0,,Samuel Jesserun de Mesquita,Faces,1922,Print,1995.46
1147,1401,1,,Joseph Vorst,Good Lord Give Me Peace,1935,Print,1995.47
1148,1402,2,,Merritt Manchez,West Texas,1943,Print,1995.48
1149,1403,3,,Alan Cohen,Now (Dachau) 25-3,1992,Photograph,1995.49.1
1150,1404,4,,Alan Cohen,Now (Dachau) 25-7,1992,Photograph,1995.49.2
1151,1405,5,,Alan Cohen,Now (Dachau) 24-10,1992,Photograph,1995.49.3
1152,1406,6,,Alan Cohen,Now (Dachau) 24-1,1992,Photograph,1995.49.4
1153,1407,7,,Alan Cohen,Now (Dachau) 24-2,1992,Photograph,1995.49.5
1154,1408,8,,Alan Cohen,Now (Dachau) 24-9,1992,Photograph,1995.49.6
1155,1409,9,,Alan Cohen,Now (Dachau) 24-12,1992,Photograph,1995.49.7
1156,1410,10,,Alan Cohen,Now (Dachau) 24-6,1992,Photograph,1995.49.8
1157,1411,11,,Alan Cohen,Now (Dachau) 22-10,1992,Photograph,1995.49.9
1158,1412,12,,Alan Cohen,Now (Dachau) 22-11,1992,Photograph,1995.49.10
1159,1413,13,,Alan Cohen,Now (Bergen-Belsen) 50-11,1994,Photograph,1995.49.11
1160,1414,14,,Alan Cohen,Now (Bergen-Belsen) 52-6,1994,Photograph,1995.49.12
1161,1415,15,,Alan Cohen,Now (Ravensbruck) 25-11,1994,Photograph,1995.49.13
1162,1416,16,,Alan Cohen,Now (Sachsenhausen) 31-8,1994,Photograph,1995.49.14
1163,1417,17,,Alan Cohen,Now (Sachsenhausen) 49-8,1994,Photograph,1995.49.15
1164,1418,18,,Alan Cohen,Now (Sachsenhausen) 32-5,1994,Photograph,1995.49.16
1165,1419,19,,Alan Cohen,Now (Buchenwald) 57-1,1994,Photograph,1995.49.17
1166,1420,20,,Alan Cohen,Now (Buchenwald) 59-12,1994,Photograph,1995.49.18
1167,1421,21,,Alan Cohen,Now (Buchenwald) 66-2,1994,Photograph,1995.49.19
1168,1422,22,,Alan Cohen,Now (Buchenwald) 57-4,1994,Photograph,1995.49.20
1169,1423,23,,Alan Cohen,Now (Auschwitz) 8-12,1994,Photograph,1995.49.21
1170,1424,24,,Alan Cohen,Now (Auschwitz) 3-5,1994,Photograph,1995.49.22
1171,1425,25,,Alan Cohen,Now (Auschwitz) 3-8,1994,Photograph,1995.49.23
1172,1426,26,,Alan Cohen,Now (Auschwitz-Birkenau) 13-2,1994,Photograph,1995.49.24
1173,1427,27,,Alan Cohen,Now (Auschwitz-Birkenau) 15-3,1994,Photograph,1995.49.25
1174,1428,28,,Alan Cohen,Now (Auschwitz-Birkenau) 21-7,1994,Photograph,1995.49.26
1175,1429,29,,Alan Cohen,Now (Auschwitz-Birkenau) 15-10,1994,Photograph,1995.49.27
1176,1430,30,,Alan Cohen,Now (Auschwitz-Birkenau) 18-10,1994,Photograph,1995.49.28
1177,1431,31,,Alan Cohen,Now (Auschwitz-Birkenau) 20-11,1994,Photograph,1995.49.29
1178,1432,32,,Alan Cohen,Now (Auschwitz-Birkenau) 20-3,1994,Photograph,1995.49.30
1179,1433,33,,Carl Hoeckner,Sermon On the Mount,1948,Print,1995.50.1
1180,1434,34,,Carl Hoeckner,Nobody Knows the Trouble I've Seen,1935,Print,1995.50.2
1181,1435,35,,Carl Hoeckner,Beethoven,1935,Print,1995.50.3
1182,1436,36,,Carl Hoeckner,River of God,1965,Print,1995.50.4
1183,1437,37,,Carl Hoeckner,Nude Man and Woman (or Nocturne),1935,Print,1995.50.5
1184,1438,38,,Carl Hoeckner,The Mob,1935,Print,1995.50.6
1185,1439,39,,Carl Hoeckner,Directions,1935,Print,1995.50.7
1186,1440,40,,Carl Hoeckner,Orbits,1935,Print,1995.50.8
1187,1441,41,,Carl Hoeckner,After Forty,1935,Print,1995.50.9
1188,1442,42,,Carl Hoeckner,"Whither Science, Whither Mankind",1960,Matrix,1995.50.10
1189,1443,43,,Carl Hoeckner,Hull-House Poster,1935,Print,1995.50.11
1190,1444,44,,Carl Hoeckner,The Sea of the Discarded,1935,Print,1995.50.12
1191,1445,45,,Carl Hoeckner,Postcard announcing Hoeckner's exhibit at the Chicago Artists..,1935,Print,1995.50.13
1192,1446,46,,Carl Hoeckner,Figure study for Homecoming,1919,Drawing,1995.50.14
1193,1447,47,,Carl Hoeckner,Figure study for Homecoming,1919,Drawing,1995.50.15
1194,1448,48,,Carl Hoeckner,Anno Domini,1919,Print,1995.50.16
1195,1449,49,,Carl Hoeckner,Must,1935,Print,1995.50.17
1196,1450,0,,Carl Hoeckner,The Holocaust,1935,Print,1995.50.18
1197,1451,1,,Carl Hoeckner,Fate,1938,Print,1995.50.19
1198,1452,2,,Carl Hoeckner,The Promethians,1930,Print,1995.50.20
1199,1453,3,,Carl Hoeckner,The Darkest Age,1935,Print,1995.50.21
1200,1454,4,,Carl Hoeckner,Steeltown Twilight,1937,Print,1995.50.22
1201,1455,5,,Carl Hoeckner,Sacred Light,1935,Print,1995.50.23
1202,1456,6,,Carl Hoeckner,Cold Steel,1934,Print,1995.50.24
1203,1457,7,,Carl Hoeckner,Self-Portrait,1939,Print,1995.50.25
1204,1458,8,,Carl Hoeckner,"Whither Science, Whither Mankind",1961,Print,1995.50.26
1205,1459,9,,Carl Hoeckner,The Jazz Age,1935,Print,1995.50.27
1206,1460,10,,Carl Hoeckner,After Forty,1935,Print,1995.50.28
1207,1461,11,,Carl Hoeckner,The Yes Machine,1934,Print,1995.50.29
1208,1462,12,,Carl Hoeckner,The Death of Truth,1936,Print,1995.50.30
1209,1463,13,,Carl Hoeckner,Brooding Man,1945,Print,1995.50.31
1210,1464,14,,Carl Hoeckner,God is Love,1960,Print,1995.50.32
1211,1465,15,,Carl Hoeckner,The Promethians,1935,Print,1995.50.33
1212,1467,17,,Irene Kissel,Industry,1936,Print,1995.52
1213,1468,18,,Sheffield Kagy,American Tragedy,1936,Print,1995.53
1214,1469,19,,Abraham Jacobs,Cell,1936,Print,1995.54
1215,1470,20,,Hughie Lee-Smith,Storm Damage,1937,Print,1995.55
1216,1471,21,,Nan Lurie,Sacrifice to the Landlord,1938,Print,1995.56
1217,1472,22,,Victor Vasarely,Atelier Arcay,1978,Print,1995.57
1218,1473,23,,Louis Schanker,"Three Figures, No. 1",1928,Print,1995.58
1219,1474,24,,Mabel Dwight,Danse Macabre,1934,Print,1995.59
1220,1475,25,,Elise Cavanna,[Abstract Design],1932,Print,1995.60
1221,1476,26,,Benjamin Miller,Prophet,1928,Print,1995.61
1222,1477,27,,Benjamin Miller,Man and Woman,1930,Print,1995.62
1223,1478,28,,Benjamin Miller,Nude #5,1928,Print,1995.63
1224,1479,29,,Thomas Handforth,Black Eros,1929,Print,1995.64
1225,1480,30,,Myron Kozman,Abstraction No. 1174,1940,Print,1995.65
1226,1481,31,,Don Rico,John Henry's Mad,1937,Print,1995.66
1227,1482,32,,Stuart Davis,New Jersey Landscape (Seine Cart),1939,Print,1995.67
1228,1483,33,,Dox Thrash,Untitled (Nude Head and Shoulders),1940,Print,1995.68
1229,1484,34,,Jacob Kainen,Virginia Hills,1946,Print,1995.69
1230,1485,35,,Robert Riggs,Third Round,1932,Print,1995.70
1231,1486,36,,William S. Schwartz,Lithograph #6,1928,Print,1995.71
1232,1487,37,,George Wesley Bellows,"The Cigarette, from the series The War",1918,Print,1995.72
1233,1488,38,,George Wesley Bellows,"The Bacchanale, from the series The War",1918,Print,1995.73
1234,1489,39,,Anders Aldrin,The Sycamore Tree,1936,Print,1995.74
1235,1490,40,,Robert Lostutter,Violet Cuckoo,1989,Print,1995.75
1236,1491,41,,Karl Schrag,Rain Clouds and Sea,1948,Print,1995.76
1237,1492,42,,Hollis Sigler,Where Daughters Fear Becoming Their Mothers,1985,Print,1995.77
1238,1493,43,,Carol Wax,Snow Does,1995,Print,1995.78
1239,1494,44,,Philip Galle,The Marriage of Sampson,1557,Print,1995.79
1240,1495,45,,Abraham Walkowitz,Untitled [Abstraction],1932,Drawing,1995.80
1241,1496,46,,Arthur B. Davies,Growth of Spring,1921,Print,1995.81
1242,1497,47,,Hananiah Harari,Weather Signals,1938,Print,1995.82
1243,1498,48,,Eugene Morley,Hymn to the Rising Sun,1945,Print,1995.83
1244,1499,49,,Leonard Nelson,Air Raid,1946,Print,1995.84
1245,1500,0,,Elizabeth Olds,Picassomania,1949,Print,1995.85
1246,1501,1,,Max Weber,Nude Woman with Arm Upraised,1930,Print,1995.86
1247,1502,2,,Mervin Jules,The Conductor,1940,Print,1995.87
1248,1503,3,,Alfred Hrdlicka,Der Tritt in die Eier,1983,Print,1995.88.1
1249,1504,4,,Alfred Hrdlicka,Pasolini als Schmerzensmann 1,1983,Print,1995.88.2
1250,1505,5,,Alfred Hrdlicka,Cap Arcona,1986,Print,1995.88.3
1251,1506,6,,Josef Albers,W.E.G. II,1971,Print,1995.89
1252,1508,8,,Donald Lipski,Bell Chalice,1991,Sculpture,1995.91
1253,1509,9,,Alan Cohen,Now (Auschwitz) 8-2,1994,Photograph,1995.92.1
1254,1510,10,,Alan Cohen,Now (Auschwitz - Birkenau) 12-9,1994,Photograph,1995.92.2
1255,1511,11,,Alan Cohen,Now (Auschwitz - Birkenau) 15-12,1994,Photograph,1995.92.3
1256,1512,12,,Alan Cohen,Now (Ravensbruck) 25-9,1994,Photograph,1995.92.4
1257,1513,13,,Joel Feldman,"Lion and Ass, from the series Aesop's Fables",1995,Print,1996.1.1
1258,1514,14,,Joel Feldman,"Wolf and Crane, from the series Aesop's Fables",1995,Print,1996.1.2
1259,1515,15,,Joel Feldman,"Fox and Carved Head, from the series Aesop's Fables",1995,Print,1996.1.3
1260,1516,16,,Joel Feldman,"Wolf in Sheep's Clothing, from the series Aesop's Fables",1995,Print,1996.1.4
1261,1517,17,,Joel Feldman,"Wolf and Lamb, from the series Aesop's Fables",1995,Print,1996.1.5
1262,1518,18,,Richard Diebenkorn,Ochre,1983,Print,1996.3
1263,1519,19,,Charles E. Cooper,Untitled,1992,Print,1996.4.1
1264,1523,23,,Kerry James Marshall,Brownie,1995,Print,1996.5
1265,1524,24,,Jane Hammond,Clown Suit,1995,Print,1996.6
1266,1525,25,,Teresa Mucha,Bitter Sweet,1995,Print,1996.7.1
1267,1526,26,,Tony Fitzpatrick,The Orbit Dog,1995,Print,1996.7.2
1268,1527,27,,Tony Fitzpatrick,Angola Flower,1995,Print,1996.7.3
1269,1528,28,,Tony Fitzpatrick,Immigrant Flowers,1995,Print,1996.7.4
1270,1529,29,,Tony Fitzpatrick,The China-Sea Horse,1994,Print,1996.7.5
1271,1530,30,,Tony Fitzpatrick,The Mange Dog Deserted,1993,Print,1996.7.6
1272,1531,31,,Tony Fitzpatrick,The Juggler,1992,Print,1996.7.7
1273,1532,32,,Bernard J. Steffen,Haying Time,1946,Print,1996.8
1274,1533,33,,Eugene Morley,New Jersey Landscape,1940,Print,1996.9
1275,1534,34,,Fred Jones,Untitled,1955,Drawing,1996.10.1
1276,1535,35,,Linnell,Untitled,1955,Print,1996.10.2
1277,1536,36,,A. P. Baker,Facade of a Curious Persuasion,1957,Drawing,1996.10.3
1278,1537,37,,Massimo Campigli,La Passeggiata (The Promenade),1952,Print,1996.10.4
1279,1538,38,,Max Kahn,Black Cat White Cat,1955,Print,1996.10.5
1280,1539,39,,"Bronislaw ""Bruno"" Bak",Untitled (Three Figures),1955,Print,1996.10.6
1281,1540,40,,Hans Erni,Untitled,1955,Print,1996.10.7
1282,1541,41,,"Bronislaw ""Bruno"" Bak",Untitled (Dancing Figures),1954,Print,1996.10.8
1283,1542,42,,Hans Erni,Untitled (Europa and the Bull),1955,Print,1996.10.9
1284,1543,43,,"Bronislaw ""Bruno"" Bak",Untitled (Four Figures),1954,Print,1996.10.10
1285,1544,44,,Kimon Nicolaïdes,Cosmic Pull,1931,Drawing,1996.11
1286,1545,45,,Juan Logan,Silo,1995,Print,1996.12
1287,1546,46,,Iver Rose,Snake Eyes,1935,Print,1996.13
1288,1547,47,,Bill Cass,Visitation,1986,Print,1996.14.1
1289,1548,48,,Bill Cass,Caretaker's Dream,1991,Print,1996.14.2
1290,1549,49,,Francis Chapin,City Cyclists,1940,Print,1996.15
1291,1550,0,,Letterio Calapai,Harvest,1945,Print,1996.16
1292,1551,1,,Karl Gasslander,"Early Morning, Village Street",1935,Print,1996.17
1293,1552,2,,James Dexter Havens,Northern Lights,1941,Print,1996.18
1294,1553,3,,Letterio Calapai,Ozymandias,1964,Print,1996.19
1295,1554,4,,Dennis Kardon,Charlotte's Gaze,1985,Print,1996.20
1296,1555,5,,Isami Doi,Woman and Fauns,1926,Print,1996.22
1297,1556,6,,Mervin Jules,Termites,1935,Print,1996.23
1298,1557,7,,Mabel Dwight,Harlem Rent Party,1929,Print,1996.24
1299,1558,8,,Adolf Dehn,Up in Harlem,1932,Print,1996.25
1300,1559,9,,George Biddle,"Alabama Code: ""Our girls don't sleep with niggers.""",1933,Print,1996.26
1301,1560,10,,William Leroy Flint,Strike Breakers,1936,Print,1996.27
1302,1561,11,,Riva Helfond,Miners Shacks,1935,Print,1996.28
1303,1562,12,,Leo Katz,Is This the Meaning of Life?,1937,Print,1996.29
1304,1563,13,,Sidney Gross,Lamentations...Technological Directions,1941,Print,1996.30
1305,1564,14,,Josef Albers,Variants,1942,Print,1996.31
1306,1565,15,,Dorothy Dehner,Aeriel to Infinity,1955,Print,1996.32
1307,1566,16,,Richard Mueller,Der Kleine Mensch (The Small Man),1918,Print,1996.33
1308,1567,17,,Karl Bodmer,Foret de fontainbleau,1850,Print,1996.34
1309,1568,18,,Jacob Jordaens,"Jupiter, Io, and Juno",1652,Print,1996.35
1310,1570,20,,Fritz Eichenberg,Untitled,1903,Print,1996.37
1311,1571,21,,Leonard Nelson,Air Raid,1941,Drawing,1996.38
1312,1572,22,,Carol Sommers,Fossombrone,1959,Print,1996.39
1313,1573,23,,Benton Spruance,Priestess,1954,Print,1996.40
1314,1574,24,,Llyn Foulkes,Memory of H.G. Hough,1974,Print,1996.41
1315,1575,25,,Anita Jung,Sound of an Unspoken Word,1993,Print,1996.42
1316,1576,26,,Anita Jung,Sound of an Unspoken Word,1993,Print,1996.43
1317,1577,27,,Erika Giovanna Klien,Give Me Liberty or Death (Gib mir die Freiheit oder den Tod),1944,Drawing,1996.44.1
1318,1578,28,,Erika Giovanna Klien,Schwarzer Sanger (Black Singer),1951,Drawing,1996.44.2
1319,1579,29,,Salvador Dalí,Jack of Diamonds,1971,Print,1996.45.1
1320,1580,30,,Salvador Dalí,Queen of Diamonds,1971,Print,1996.45.2
1321,1581,31,,Salvador Dalí,King of Diamonds,1971,Print,1996.45.3
1322,1582,32,,Salvador Dalí,Ace of Diamonds,1971,Print,1996.45.4
1323,1583,33,,Salvador Dalí,Jack of Spades,1971,Print,1996.45.5
1324,1584,34,,Salvador Dalí,Queen of Spades,1971,Print,1996.45.6
1325,1585,35,,Salvador Dalí,King of Spades,1971,Print,1996.45.7
1326,1586,36,,Salvador Dalí,Ace of Spades,1971,Print,1996.45.8
1327,1587,37,,Man Ray,Untitled (The Three Graces),1969,Print,1996.45.9
1328,1588,38,,Lowell Nesbitt,Moon Shot,1969,Print,1996.45.10
1329,1589,39,,Lowell Nesbitt,Moon Shot,1969,Print,1996.45.11
1330,1590,40,,Lowell Nesbitt,Moon Shot,1969,Print,1996.45.12
1331,1591,41,,Lowell Nesbitt,Moon Shot,1969,Print,1996.45.13
1332,1592,42,,Lowell Nesbitt,Moon Shot,1969,Print,1996.45.14
1333,1593,43,,Lowell Nesbitt,Moon Shot,1969,Print,1996.45.15
1334,1594,44,,Lowell Nesbitt,Moon Shot,1969,Print,1996.45.16
1335,1595,45,,Lowell Nesbitt,Moon Shot,1969,Print,1996.45.17
1336,1596,46,,Joe Goode,Floating Cards,1969,Print,1996.45.18
1337,1597,47,,Joe Goode,Floating Cards,1969,Print,1996.45.19
1338,1598,48,,Joe Goode,Floating Cards,1969,Print,1996.45.20
1339,1599,49,,Joe Goode,Floating Cards,1969,Print,1996.45.21
1340,1600,0,,Joe Goode,Floating Cards,1969,Print,1996.45.22
1341,1601,1,,Wayne Campbell,Special Consensus,1969,Print,1996.45.23
1342,1602,2,,Jerry Ballaine,Untitled (Orange on Silver) from the series Air Tight,1969,Print,1996.45.24
1343,1603,3,,Mel Ramos,Girl with Nyala (Antelope),1969,Print,1996.45.25
1344,1604,4,,Wolf Kahn,Untitled (Landscape),1969,Print,1996.45.26
1345,1605,5,,Margaret Burroughs,Mother and Child,1996,Print,1996.46.1
1346,1606,6,,Margaret Burroughs,Hop Scotch,1996,Print,1996.46.2
1347,1607,7,,Margaret Burroughs,In School,1996,Print,1996.46.3
1348,1608,8,,Margaret Burroughs,Two Worlds,1996,Print,1996.46.4
1349,1609,9,,Margaret Burroughs,The Folk Singer- Big Bill,1996,Print,1996.46.5
1350,1610,10,,Margaret Burroughs,The Extended Family,1996,Print,1996.46.6
1351,1611,11,,Hulda Robbins,Storm,1940,Print,1996.47
1352,1612,12,,Armin Carl Hansen,Explosion,1936,Print,1996.48
1353,1613,13,,Abraham Abramovitz,Suicide,1937,Print,1996.49
1354,1614,14,,Abraham Abramovitz,Death Watch,1937,Print,1996.50
1355,1615,15,,Jesse Jay Mcvicker,The Cloud,1943,Print,1996.51
1356,1616,16,,Robert Mangold,Untitled Aquatint,1978,Print,1996.52
1357,1617,17,,Hans Haacke,Tiffany Cares,1978,Print,1996.53
1358,1618,18,,Pat Steir,For R.L.,1978,Print,1996.54
1359,1619,19,,Robert Barry,Five,1978,Print,1996.55.1
1360,1620,20,,Robert Barry,Five,1978,Print,1996.55.2
1361,1621,21,,Robert Barry,Five,1978,Print,1996.55.3
1362,1622,22,,Robert Barry,Five,1978,Print,1996.55.4
1363,1623,23,,Robert Barry,Five,1978,Print,1996.55.5
1364,1624,24,,Edward Ruscha,Mocha Standard,1969,Print,1996.56
1365,1625,25,,Philip Hanson,Room with Flower and Vases and Knives,1975,Print,1996.57
1366,1626,26,,Don Baum,Domus,1992,Print,1996.58
1367,1627,27,,Christina Ramberg,Back to Back,1973,Print,1996.59
1368,1628,28,,Christina Ramberg,Heads,1973,Print,1996.60
1369,1629,29,,June Leaf,Female Bull,1953,Print,1996.61
1370,1630,30,,Leon Golub,Prodigal Son,1948,Print,1996.62
1371,1631,31,,Vera Berdich,Symphonic Metamorphosis #1,1969,Print,1996.63
1372,1632,32,,Leon Golub,Carnival,1946,Print,1996.64
1373,1633,33,,Roger Brown,Giotto in Chicago,1981,Print,1996.65
1374,1634,34,,Karl Wirsum,Tex Tour,1980,Print,1996.66
1375,1635,35,,Hollis Sigler,Letting Go of the Pain,1987,Print,1996.67
1376,1636,36,,Gladys Nilsson,The Little Naturalist Field Trip,1993,Print,1996.68
1377,1637,37,,Gladys Nilsson,Plate Dancing in Carbondale,1984,Print,1996.69
1378,1638,38,,Vera Klement,Toll,1989,Print,1996.70
1379,1639,39,,Phyllis Bramson,The Exoticism of Seeing,1981,Print,1996.71
1380,1640,40,,Phyllis Bramson,A Flash of Spiritual Meaning,1981,Print,1996.72
1381,1641,41,,Seymour Rosofsky,R on a Bench,1979,Print,1996.73
1382,1642,42,,Barbara Rossi,Moon Meet May,1993,Print,1996.74
1383,1643,43,,Karl Wirsum,Dune Not For Saki,1991,Print,1996.75
1384,1644,44,,John Himmelfarb,Jongleurs' Dell,1992,Print,1996.76
1385,1645,45,,Isami Doi,Roof Scene,1937,Print,1996.77
1386,1646,46,,Edgar Imler,Tigre Pastoral,1937,Print,1996.78
1387,1647,47,,Louis Barlow,Chinese Refugees,1937,Print,1996.79
1388,1648,48,,Hyman Warsager,Prospect Park,1937,Print,1996.80
1389,1649,49,,Samuel Colman,Untitled [Swamp Landscape],1885,Print,1996.81
1390,1650,0,,Martin Lewis,Holocaust,1918,Print,1996.82
1391,1651,1,,Wayne Thiebaud,Untitled,1954,Print,1996.83
1392,1652,2,,Jan Saenredam,"Pluto and Proserpina, from the series Loves of the Gods",1600,Print,1996.84
1393,1654,4,,June Leaf,Burlesque Dancer,1952,Print,1996.86
1394,1655,5,,Chema Cobo,Holy Joker from the portfolio Invisible Camouflage,1989,Print,1996.87.1
1395,1656,6,,Chema Cobo,Morning Moneyline from the portfolio Invisible Camouflage,1989,Print,1996.87.2
1396,1657,7,,Chema Cobo,In-Out from the portfolio Invisible Camouflage,1989,Print,1996.87.3
1397,1658,8,,Chema Cobo,Born to Entertain from the portfolio Invisible Camouflage,1989,Print,1996.87.4
1398,1659,9,,Chema Cobo,Place Your Tautology from the portfolio Invisible Camouflage,1989,Print,1996.87.5
1399,1660,10,,Myron Kozman,Abstraction #203,1940,Print,1996.88
1400,1661,11,,Prentiss Taylor,"Town of Scottsboro, from the portfolio Scottsboro",1932,Print,1996.89
1401,1662,12,,Todros Geller,Jewish Dancer,1930,Print,1997.1
1402,1663,13,,James Blanding Sloan,Ascetic,1925,Print,1997.2.1
1403,1664,14,,James Blanding Sloan,That Female Dream,1925,Print,1997.2.2
1404,1665,15,,James Blanding Sloan,Penalty of Genius,1928,Print,1997.2.3
1405,1666,16,,James Blanding Sloan,Rosary,1925,Print,1997.2.4
1406,1667,17,,Hieronymus Cock,The Holy Family with St. John the Baptist,1560,Print,1997.3
1407,1668,18,,Benton Spruance,Souvenir of Lidice,1942,Print,1997.4
1408,1669,19,,Bibiana Suarez,Una Pregunta de Honor,1994,Print,1997.5
1409,1670,20,,Werner Drewes,Abstraction No. 4,1934,Print,1997.6
1410,1671,21,,Stephen de Hospodar,Iron Moulder,1930,Print,1997.7
1411,1672,22,,Hyman Warsager,Washington Heights,1937,Print,1997.8
1412,1673,23,,Charles Surendorf,The Jungle,1939,Print,1997.9
1413,1674,24,,Clare Leighton,Breaking Camp,1931,Print,1997.10
1414,1675,25,,John Stockton De Martelly,Looking at the Sunshine,1935,Print,1997.11
1415,1676,26,,Richard Loving,Crux,1991,Print,1997.12.1
1416,1677,27,,Richard Loving,Crux,1991,Print,1997.12.2
1417,1678,28,,Richard Loving,Crux,1991,Print,1997.12.3
1418,1679,29,,Richard Loving,Crux,1991,Print,1997.12.4
1419,1680,30,,Richard Loving,Crux,1991,Print,1997.12.5
1420,1681,31,,Richard Loving,Crux,1991,Print,1997.12.6
1421,1682,32,,Richard Loving,Crux,1991,Print,1997.12.7
1422,1683,33,,Richard Loving,Crux,1991,Print,1997.12.8
1423,1684,34,,Grant Wood,Honorary Degree,1937,Print,1997.13
1424,1686,36,,Ernest Fiene,City Lights (Madison Square Park),1932,Print,1997.15
1425,1687,37,,Miguel Covarrubias,Mexican Street Scene,1940,Print,1997.16
1426,1688,38,,Thomas Hart Benton,Scene,1940,Print,1997.17
1427,1689,39,,Mervin Jules,Trio,1940,Print,1997.18
1428,1690,40,,Federico Castellon,Southwest Scene,1940,Print,1997.19
1429,1691,41,,Andre Derain,Couple au bord du Torrant,1912,Print,1997.20
1430,1692,42,,Alberto Beltron,Grinding Sugar Cane,1945,Print,1997.21.1
1431,1693,43,,Alberto Beltron,Untitled,1945,Print,1997.21.2
1432,1694,44,,Jesus Escobedo,Mexico,1948,Print,1997.22
1433,1695,45,,Myron Kozman,Abstraction #302,1941,Print,1997.24
1434,1697,47,,Henry Simon,Untitled (landscape),1921,Drawing,1997.28.1
1435,1698,48,,Henry Simon,B&K stage poster detail (cityscape with traffic cop),1930,Painting,1997.28.4
